Wilaya,Commune,Zone_Sismique,Policy_Count,Total_Capital,Avg_Vulnerability,Risk_Weighted_Capital,Concentration_Pct
10 - BOUIRA,457 - HAMMEDI,III,1,"10000000,0","0,6","6000000,0","0,003"
6 - BEJAIA,253 - AIT SMAIL,IIb,2,"9872800,0","0,4","3949120,0","0,003"
31 - ORAN,1008 - EL ANCOR ORAN,IIa,3,"9715900,0","0,3","2914770,0","0,003"
4 - OUM EL BOUAGHI,1073 - SOUK NAAMANE,IIa,6,"9632510,0","0,31","3009753,0","0,003"
26 - MEDEA,864 - TABLAT,IIb,4,"9622000,0","0,44","4019360,0","0,003"
2 - CHLEF,487 - EL KARIMIA,IIb,6,"9557900,0","0,4266666666666667","4183160,0","0,003"
9 - BLIDA,358 - OUED EL ALLEUG,III,8,"9551000,0","0,625","5975500,0","0,003"
39 - El Oued,589 - HASSANI ABDELKRIM,I,2,"9500000,0","0,22","2140000,0","0,003"
16 - ALGER,878 - CHERAGA MILA,IIa,1,"9500000,0","0,36","3420000,0","0,003"
15 - TIZI OUZOU,1449 - AIT CHAFFAA,IIa,5,"9430000,0","0,33599999999999997","3147000,0","0,003"
40 - KHENCHELA,722 - EL MAHMAL,IIa,4,"9407570,0","0,3","2822271,0","0,003"
6 - BEJAIA,304 - TOUDJA,IIb,9,"9391050,0","0,46222222222222226","4316420,0","0,003"
6 - BEJAIA,267 - BOUDJELLIL,IIb,3,"9350000,0","0,4266666666666667","3900000,0","0,003"
7 - BISKRA,326 - M_CHOUNECHE,IIa,1,"9300000,0","0,3","2790000,0","0,003"
31 - ORAN,1001 - BEN FREHA,IIa,4,"9240000,0","0,3","2772000,0","0,003"
5 - BATNA,203 - MEROUANA,IIa,3,"9233730,0","0,3","2770119,0","0,003"
16 - ALGER,461 - LARBATACHE,IIa,2,"9120000,0","0,32999999999999996","2803200,0","0,003"
26 - MEDEA,818 - BOUCHRAHIL,IIb,2,"9090000,0","0,44","3876000,0","0,003"
16 - ALGER,1182 - SETIF,IIa,2,"9000000,0","0,32999999999999996","2760000,0","0,003"
2 - CHLEF,503 - SOBHA,IIb,3,"9000000,0","0,48","4320000,0","0,003"
3 - LAGHOUAT,745 - HASSI DHELAA,I,5,"8959000,0","0,2","1791800,0","0,003"
16 - ALGER,769 - EL BORDJ,IIa,1,"8890000,0","0,3","2667000,0","0,003"
31 - ORAN,801 - SIG,IIa,1,"8866000,0","0,3","2659800,0","0,003"
5 - BATNA,224 - TIGHANIMINE,IIa,8,"8773000,0","0,3","2631900,0","0,003"
4 - OUM EL BOUAGHI,1055 - DHALAA,IIa,1,"8742000,0","0,3","2622600,0","0,003"
6 - BEJAIA,1123 - SIDI AHMED,IIb,2,"8679950,0","0,4","3471980,0","0,003"
2 - CHLEF,498 - OULED FARES,IIb,2,"8638860,0","0,4","3455544,0","0,003"
4 - OUM EL BOUAGHI,174 - BATNA,IIa,4,"8553170,0","0,3","2565951,0","0,003"
31 - ORAN,1010 - EL KARMA,IIa,4,"8548900,0","0,3","2564670,0","0,003"
10 - BOUIRA,440 - TAGUEDIT,III,2,"8525000,0","0,5","4262500,0","0,003"
27 - MOSTAGANEM,922 - OULED MAALAH,I,1,"8502000,0","0,2","1700400,0","0,003"
26 - MEDEA,823 - CHENIGUEL,IIb,1,"8500000,0","0,48","4080000,0","0,003"
44 - AIN DEFLA,55 - MEKHATRIA,IIa,3,"8500000,0","0,34","2850000,0","0,003"
35 - BOUMERDES,466 - SI MUSTAPHA,I,5,"8474000,0","0,20800000000000002","1846800,0","0,003"
13 - TLEMCEN,1540 - MAGHNIA,I,1,"8463000,0","0,2","1692600,0","0,003"
10 - BOUIRA,406 - BECHLOUL,III,4,"8432000,0","0,5","4216000,0","0,003"
34 - B.B ARRERIDJ,388 - OULED SIDI BRAHIM B.B ARRERIDJ,IIa,2,"8400000,0","0,3","2520000,0","0,003"
19 - SETIF,1130 - AIN AZAL,IIb,4,"8350440,0","0,4","3340176,0","0,003"
4 - OUM EL BOUAGHI,1049 - AIN KERCHA,IIa,6,"8345800,0","0,33","2773740,0","0,003"
15 - TIZI OUZOU,437 - SOUK EL KHEMIS,IIa,7,"8329300,0","0,3","2498790,0","0,003"
16 - ALGER,719 - CHERCHAR,IIa,1,"8153000,0","0,3","2445900,0","0,003"
9 - BLIDA,1404 - HADJOUT,III,4,"8117600,0","0,5","4058800,0","0,003"
29 - MASCARA,778 - FROHA,I,4,"8103200,0","0,2","1620640,0","0,003"
15 - TIZI OUZOU,1464 - BENI ZIKI,IIa,7,"8035750,0","0,3","2410725,0","0,003"
5 - BATNA,184 - DJEZZAR,IIa,4,"8029000,0","0,3","2408700,0","0,003"
15 - TIZI OUZOU,1461 - BENI AISSI,IIa,4,"7820000,0","0,3","2346000,0","0,003"
31 - ORAN,1013 - HASSI BEN OKBA,IIa,6,"7592900,0","0,3","2277870,0","0,003"
26 - MEDEA,847 - OULED BRAHIM MEDEA,IIb,2,"7576400,0","0,4","3030560,0","0,003"
35 - BOUMERDES,146 - REGHAIA,I,2,"7550000,0","0,2","1510000,0","0,003"
26 - MEDEA,842 - MOUDJEBEUR,IIb,2,"7500000,0","0,48","3600000,0","0,003"
22 - SIDI BEL ABBES,1235 - TELAGH,IIa,1,"7471000,0","0,3","2241300,0","0,002"
22 - SIDI BEL ABBES,1229 - SIDI LAHCENE,IIa,1,"7440000,0","0,3","2232000,0","0,002"
3 - LAGHOUAT,747 - KHENEG,I,3,"7440000,0","0,20000000000000004","1488000,0","0,002"
40 - KHENCHELA,729 - MTOUSSA,IIa,3,"7433480,0","0,3","2230044,0","0,002"
3 - LAGHOUAT,756 - TADJEMOUT,I,4,"7360330,0","0,2","1472066,0","0,002"
18 - JIJEL,692 - DJEMAA BENI HABIBI,IIa,4,"7192000,0","0,3","2157600,0","0,002"
35 - BOUMERDES,1359 - HAMADIA,I,5,"7084000,0","0,2","1416800,0","0,002"
6 - BEJAIA,278 - IGHRAM,IIb,2,"7040000,0","0,44","2976000,0","0,002"
12 - TEBESSA,1255 - CHERAIA,III,1,"7035000,0","0,5","3517500,0","0,002"
6 - BEJAIA,271 - CHEMINI,IIb,4,"7001380,0","0,4","2800552,0","0,002"
10 - BOUIRA,437 - SOUK EL KHEMIS,III,2,"7000000,0","0,5","3500000,0","0,002"
46 - AIN TIMOUCHENT,76 - EL AMRIA,I,1,"7000000,0","0,2","1400000,0","0,002"
44 - AIN DEFLA,30 - AIN BOUYAHIA,IIa,2,"7000000,0","0,36","2520000,0","0,002"
16 - ALGER,54 - KHEMIS MILIANA,IIa,1,"7000000,0","0,36","2520000,0","0,002"
27 - MOSTAGANEM,650 - BELKHEIR,I,1,"7000000,0","0,24","1680000,0","0,002"
15 - TIZI OUZOU,1474 - IBOUDRAREN,IIa,2,"7000000,0","0,3","2100000,0","0,002"
26 - MEDEA,855 - SEDRAIA,IIb,2,"7000000,0","0,4","2800000,0","0,002"
6 - BEJAIA,295 - TAOURIRT IGHIL,IIb,6,"7000000,0","0,48","3360000,0","0,002"
24 - GUELMA,674 - OUED ZENATI,I,2,"7000000,0","0,2","1400000,0","0,002"
16 - ALGER,373 - EL ACHIR,IIa,1,"7000000,0","0,3","2100000,0","0,002"
19 - SETIF,119 - DAR EL BEIDA,IIb,1,"6909000,0","0,4","2763600,0","0,002"
35 - BOUMERDES,468 - SOUK EL HAD BOUMERDES,I,3,"6839600,0","0,20000000000000004","1367920,0","0,002"
31 - ORAN,995 - AIN KERMA ORAN,IIa,3,"6800000,0","0,32","2100000,0","0,002"
41 - SOUK AHRAS,1303 - TAOURA,IIb,2,"6758000,0","0,4","2703200,0","0,002"
15 - TIZI OUZOU,1463 - BENI YENNI,IIa,1,"6720000,0","0,3","2016000,0","0,002"
34 - B.B ARRERIDJ,364 - AIN TASSERA,IIa,3,"6695000,0","0,3","2008500,0","0,002"
40 - KHENCHELA,724 - ENSIGHA,IIa,3,"6686700,0","0,3","2006010,0","0,002"
6 - BEJAIA,279 - KENDIRA,IIb,5,"6685000,0","0,4","2674000,0","0,002"
10 - BOUIRA,432 - OUED EL BERDI,III,3,"6600000,0","0,5333333333333333","3400000,0","0,002"
24 - GUELMA,662 - GUELAAT BOUSBAA,I,1,"6545000,0","0,2","1309000,0","0,002"
3 - LAGHOUAT,735 - AFLOU,I,4,"6505660,0","0,2","1301132,0","0,002"
44 - AIN DEFLA,52 - EL MAYENE,IIa,2,"6500000,0","0,36","2340000,0","0,002"
19 - SETIF,1147 - BENI MOUHLI,IIb,3,"6500000,0","0,48","3120000,0","0,002"
34 - B.B ARRERIDJ,375 - EL EUCH,IIa,2,"6488000,0","0,32999999999999996","2246400,0","0,002"
10 - BOUIRA,1133 - AIN LAHDJAR,III,4,"6480000,0","0,55","3440000,0","0,002"
13 - TLEMCEN,1528 - CHETOUANE,I,3,"6474720,0","0,20000000000000004","1294944,0","0,002"
6 - BEJAIA,285 - SEDDOUK,IIb,3,"6468000,0","0,4000000000000001","2587200,0","0,002"
28 - M SILA,117 - CASBAH,0,1,"6439000,0","0,25","1609750,0","0,002"
6 - BEJAIA,270 - CHELATA,IIb,3,"6405000,0","0,4000000000000001","2562000,0","0,002"
10 - BOUIRA,425 - HANIF,III,2,"6300000,0","0,5","3150000,0","0,002"
3 - LAGHOUAT,736 - AIN MADHI,I,3,"6200000,0","0,20000000000000004","1240000,0","0,002"
29 - MASCARA,800 - SIDI KADA,I,2,"6125000,0","0,2","1225000,0","0,002"
19 - SETIF,1141 - BEIDHA BORDJ,IIb,4,"6096650,0","0,4","2438660,0","0,002"
16 - ALGER,715 - BABAR,IIa,1,"6000000,0","0,3","1800000,0","0,002"
19 - SETIF,1144 - BENI CHEBANA,IIb,3,"6000000,0","0,48","2880000,0","0,002"
43 - MILA,887 - OUED ATHMANIA,IIa,3,"6000000,0","0,36000000000000004","2160000,0","0,002"
6 - BEJAIA,262 - BENI DJELLIL,IIb,6,"6000000,0","0,48","2880000,0","0,002"
41 - SOUK AHRAS,1404 - HADJOUT,IIb,2,"5914700,0","0,4","2365880,0","0,002"
31 - ORAN,1016 - MARSAT EL HADJADJ,IIa,3,"5910500,0","0,32","1833150,0","0,002"
39 - El Oued,588 - HAMRAIA,I,1,"5880000,0","0,2","1176000,0","0,002"
31 - ORAN,1004 - BOUFATIS,IIa,2,"5800000,0","0,32999999999999996","1920000,0","0,002"
29 - MASCARA,760 - AIN FEKAN,I,2,"5800000,0","0,2","1160000,0","0,002"
29 - MASCARA,782 - HACINE,I,2,"5785500,0","0,2","1157100,0","0,002"
42 - TIPAZA,149 - SIDI MHAMED ALGER,IIb,2,"5776380,0","0,4","2310552,0","0,002"
15 - TIZI OUZOU,450 - BOUMERDES,IIa,2,"5728830,0","0,3","1718649,0","0,002"
31 - ORAN,1007 - EL ANCOR ORAN,IIa,2,"5713500,0","0,3","1714050,0","0,002"
44 - AIN DEFLA,46 - DJENDEL,IIa,2,"5650000,0","0,32999999999999996","1755000,0","0,002"
17 - DJELFA,119 - DAR EL BEIDA,IIb,1,"5640000,0","0,4","2256000,0","0,002"
19 - SETIF,700 - JIJEL,IIb,1,"5600000,0","0,4","2240000,0","0,002"
35 - BOUMERDES,451 - BOUZEGZA KEDDARA,I,1,"5570000,0","0,24","1336800,0","0,002"
50 - BORDJ BADJI MOKHTAR,368 - BORDJ BOU ARRERIDJ,0,2,"5560660,0","0,275","1490165,0","0,002"
43 - MILA,882 - FERDJIOUA,IIa,4,"5543300,0","0,3","1662990,0","0,002"
4 - OUM EL BOUAGHI,1070 - OUM EL BOUAGHI,IIa,2,"5495680,0","0,3","1648704,0","0,002"
18 - JIJEL,1158 - EL EULMA,IIa,1,"5460000,0","0,3","1638000,0","0,002"
21 - SKIKDA,1272 - OULED HEBABA,IIa,3,"5433310,0","0,3","1629993,0","0,002"
28 - M SILA,969 - OULED SIDI BRAHIM M SILA,0,1,"5425000,0","0,25","1356250,0","0,002"
5 - BATNA,211 - OULED FADEL,IIa,2,"5394000,0","0,3","1618200,0","0,002"
46 - AIN TIMOUCHENT,71 - BOUZEDJAR AIN TEMOUCHENT,I,1,"5356400,0","0,2","1071280,0","0,002"
13 - TLEMCEN,1538 - HENAYA,I,1,"5270000,0","0,2","1054000,0","0,002"
16 - ALGER,410 - BOUIRA,IIa,1,"5270000,0","0,3","1581000,0","0,002"
5 - BATNA,195 - KIMMEL,IIa,3,"5270000,0","0,3","1581000,0","0,002"
12 - TEBESSA,1340 - NEGRINE,III,5,"5240000,0","0,58","3020000,0","0,002"
18 - JIJEL,694 - EL ANCER,IIa,3,"5213050,0","0,3","1563915,0","0,002"
23 - ANNABA,164 - EULMA,IIb,2,"5200000,0","0,44","2160000,0","0,002"
15 - TIZI OUZOU,454 - DELLYS,IIa,1,"5187000,0","0,3","1556100,0","0,002"
19 - SETIF,1135 - AIN ROUA,IIb,6,"5179790,0","0,4000000000000001","2071916,0","0,002"
34 - B.B ARRERIDJ,393 - TAGLAIT,IIa,3,"5154000,0","0,32","1606200,0","0,002"
27 - MOSTAGANEM,384 - MANSOURA,I,3,"5150000,0","0,22666666666666666","1110000,0","0,002"
46 - AIN TIMOUCHENT,70 - BENI SAF,I,1,"5145000,0","0,2","1029000,0","0,002"
10 - BOUIRA,404 - AOMAR,III,4,"5139000,0","0,575","2869500,0","0,002"
18 - JIJEL,685 - BORDJ TAHER,IIa,3,"5088650,0","0,3","1526595,0","0,002"
10 - BOUIRA,423 - HADJERA ZERGA,III,2,"5081250,0","0,5","2540625,0","0,002"
28 - M SILA,945 - BOUSAADA,0,1,"5040000,0","0,25","1260000,0","0,002"
18 - JIJEL,702 - KIMIR OUED ADJOUL,IIa,2,"5022000,0","0,3","1506600,0","0,002"
39 - El Oued,590 - HASSI KHELIFA,I,2,"5000000,0","0,24","1200000,0","0,002"
16 - ALGER,1401 - FOUKA,IIa,1,"5000000,0","0,3","1500000,0","0,002"
44 - AIN DEFLA,33 - AIN TORKI,IIa,1,"5000000,0","0,36","1800000,0","0,002"
5 - BATNA,169 - AIN DJASSER,IIa,3,"4929310,0","0,3","1478793,0","0,002"
30 - OURGLA,1036 - OUARGLA,IIa,2,"4920000,0","0,32999999999999996","1536000,0","0,002"
19 - SETIF,1187 - TIZI NBECHAR,IIb,2,"4900000,0","0,4","1960000,0","0,002"
35 - BOUMERDES,460 - LAGHATA,I,2,"4844000,0","0,2","968800,0","0,002"
31 - ORAN,33 - AIN TORKI,IIa,1,"4836000,0","0,3","1450800,0","0,002"
14 - TIARET,1370 - OUED LILLI,IIb,2,"4712000,0","0,4","1884800,0","0,002"
15 - TIZI OUZOU,300 - TIFRA,IIa,1,"4683000,0","0,3","1404900,0","0,002"
31 - ORAN,1018 - MISSERGHIN,IIa,2,"4650000,0","0,3","1395000,0","0,002"
14 - TIARET,1357 - FRENDA,IIb,2,"4635000,0","0,44","2014000,0","0,002"
14 - TIARET,1381 - SOUGUEUR,IIb,2,"4588000,0","0,4","1835200,0","0,002"
15 - TIZI OUZOU,1453 - AIT TOUDERT,IIa,2,"4550000,0","0,3","1365000,0","0,002"
24 - GUELMA,671 - NECHMAYA,I,2,"4528350,0","0,22","945670,0","0,002"
16 - ALGER,827 - DRAA ESSMAR,IIa,1,"4500000,0","0,3","1350000,0","0,002"
16 - ALGER,1466 - BOGHNI,IIa,1,"4500000,0","0,36","1620000,0","0,002"
26 - MEDEA,830 - EL GUELBELKEBIR,IIb,3,"4500000,0","0,48","2160000,0","0,002"
44 - AIN DEFLA,61 - TACHTA ZEGARRA,IIa,1,"4500000,0","0,36","1620000,0","0,002"
12 - TEBESSA,1333 - EL OGLA TEBESSA,III,1,"4464000,0","0,5","2232000,0","0,001"
16 - ALGER,515 - EL KHROUB,IIa,2,"4402000,0","0,3","1320600,0","0,001"
42 - TIPAZA,151 - SOUIDANIA,IIb,1,"4333400,0","0,4","1733360,0","0,001"
16 - ALGER,514 - DIDOUCHE MOURAD,IIa,2,"4326670,0","0,3","1298001,0","0,001"
10 - BOUIRA,413 - DECHMIA,III,2,"4262500,0","0,5","2131250,0","0,001"
15 - TIZI OUZOU,1445 - AIT AGGOUACHA,IIa,2,"4200000,0","0,3","1260000,0","0,001"
31 - ORAN,565 - EL BAYADH,IIa,1,"4185000,0","0,3","1255500,0","0,001"
17 - DJELFA,151 - SOUIDANIA,IIb,1,"4180000,0","0,4","1672000,0","0,001"
26 - MEDEA,835 - KHAMS DJOUAMAA,IIb,1,"4156250,0","0,4","1662500,0","0,001"
26 - MEDEA,863 - SOUAGUI,IIb,1,"4130000,0","0,4","1652000,0","0,001"
27 - MOSTAGANEM,921 - OULED BOUGHALEM,I,1,"4104000,0","0,2","820800,0","0,001"
35 - BOUMERDES,463 - OULED AISSA BOUMERDES,I,2,"4075000,0","0,22","915000,0","0,001"
18 - JIJEL,688 - BOUSSIF OULED AKSEUR,IIa,4,"4068440,0","0,3","1220532,0","0,001"
15 - TIZI OUZOU,1451 - AIT MAHMOUD,IIa,2,"4060000,0","0,3","1218000,0","0,001"
6 - BEJAIA,301 - TIMZRIT,IIb,2,"4030000,0","0,4","1612000,0","0,001"
27 - MOSTAGANEM,927 - SIDI LAKHDAR MOSTAGANEM,I,3,"4009590,0","0,20000000000000004","801918,0","0,001"
42 - TIPAZA,138 - MAHELMA,IIb,1,"4008630,0","0,4","1603452,0","0,001"
6 - BEJAIA,298 - TIBANE,IIb,1,"4000000,0","0,48","1920000,0","0,001"
12 - TEBESSA,1320 - BEKKARIA,III,2,"4000000,0","0,6","2400000,0","0,001"
26 - MEDEA,812 - BENI SLIMANE,IIb,1,"4000000,0","0,4","1600000,0","0,001"
43 - MILA,510 - AIN SMARA,IIa,1,"4000000,0","0,36","1440000,0","0,001"
43 - MILA,987 - MECHRIA,IIa,2,"4000000,0","0,36","1440000,0","0,001"
7 - BISKRA,297 - TAZMALT,IIa,1,"4000000,0","0,36","1440000,0","0,001"
25 - CONSTANTINE,518 - MESAOUD BOUDJERIOU,0,1,"4000000,0","0,3","1200000,0","0,001"
2 - CHLEF,497 - OULED BEN ABDELKADER,IIb,3,"4000000,0","0,48","1920000,0","0,001"
12 - TEBESSA,1332 - EL MERIDJ,III,3,"3994230,0","0,5666666666666667","2197115,0","0,001"
19 - SETIF,110 - BIR MOURAD RAIS,IIb,1,"3990000,0","0,4","1596000,0","0,001"
12 - TEBESSA,1336 - FERKANE,III,3,"3984000,0","0,5","1992000,0","0,001"
14 - TIARET,1346 - AIN BOUCHEKIF,IIb,3,"3973200,0","0,4266666666666667","1677280,0","0,001"
20 - SAIDA,1158 - EL EULMA,IIa,1,"3955000,0","0,3","1186500,0","0,001"
35 - BOUMERDES,150 - SIDI MOUSSA,I,1,"3952000,0","0,2","790400,0","0,001"
16 - ALGER,359 - OULED SLAMA,IIa,1,"3900000,0","0,3","1170000,0","0,001"
5 - BATNA,99 - ALGER,IIa,1,"3891600,0","0,3","1167480,0","0,001"
9 - BLIDA,133 - HUSSEIN DEY,III,1,"3850920,0","0,5","1925460,0","0,001"
31 - ORAN,1535 - FELLAOUCENE,IIa,1,"3844000,0","0,3","1153200,0","0,001"
24 - GUELMA,518 - MESAOUD BOUDJERIOU,I,1,"3800000,0","0,24","912000,0","0,001"
9 - BLIDA,349 - CHREA,III,1,"3800000,0","0,5","1900000,0","0,001"
17 - DJELFA,146 - REGHAIA,IIb,1,"3800000,0","0,4","1520000,0","0,001"
15 - TIZI OUZOU,106 - BEB EZZOUAR,IIa,1,"3760000,0","0,3","1128000,0","0,001"
34 - B.B ARRERIDJ,694 - EL ANCER,IIa,1,"3720000,0","0,3","1116000,0","0,001"
10 - BOUIRA,426 - KADIRIA,III,2,"3720000,0","0,5","1860000,0","0,001"
15 - TIZI OUZOU,381 - HASNAOUA,IIa,1,"3690000,0","0,36","1328400,0","0,001"
40 - KHENCHELA,717 - BOUHMAMA,IIa,2,"3658000,0","0,3","1097400,0","0,001"
42 - TIPAZA,1578 - CHAIBA,IIb,2,"3653000,0","0,44","1541200,0","0,001"
46 - AIN TIMOUCHENT,88 - OULHACA GHERRABA AIN TEMOUCHENT,I,1,"3652600,0","0,2","730520,0","0,001"
5 - BATNA,181 - CHEMORA,IIa,3,"3628860,0","0,3","1088658,0","0,001"
31 - ORAN,804 - ZAHANA,IIa,1,"3556000,0","0,3","1066800,0","0,001"
35 - BOUMERDES,446 - BENI AMRANE,I,4,"3506650,0","0,2","701330,0","0,001"
10 - BOUIRA,278 - IGHRAM,III,1,"3500000,0","0,5","1750000,0","0,001"
6 - BEJAIA,291 - SOUK OUFELLA,IIb,1,"3500000,0","0,48","1680000,0","0,001"
29 - MASCARA,804 - ZAHANA,I,2,"3481000,0","0,2","696200,0","0,001"
16 - ALGER,360 - OULED YAICH BLIDA,IIa,1,"3458000,0","0,3","1037400,0","0,001"
28 - M SILA,966 - OULED DERRADJ,0,2,"3454640,0","0,25","863660,0","0,001"
6 - BEJAIA,265 - BENI MAOUCHE,IIb,2,"3403150,0","0,44","1521260,0","0,001"
19 - SETIF,1155 - DEHAMCHA,IIb,3,"3370500,0","0,4000000000000001","1348200,0","0,001"
21 - SKIKDA,1280 - ZERDEZAS,IIa,2,"3325000,0","0,3","997500,0","0,001"
3 - LAGHOUAT,174 - BATNA,I,1,"3305400,0","0,2","661080,0","0,001"
2 - CHLEF,493 - OUED FODDA,IIb,2,"3299000,0","0,44","1519600,0","0,001"
51 - OULED DJELLAL,1574 - OULED DJELLAL,0,1,"3255000,0","0,25","813750,0","0,001"
18 - JIJEL,697 - EL MILIA,IIa,2,"3235470,0","0,3","970641,0","0,001"
42 - TIPAZA,1405 - HATTATBA,IIb,2,"3196000,0","0,4","1278400,0","0,001"
16 - ALGER,1019 - ORAN,IIa,1,"3152080,0","0,3","945624,0","0,001"
27 - MOSTAGANEM,486 - EL HADJADJ,I,2,"3125500,0","0,2","625100,0","0,001"
34 - B.B ARRERIDJ,383 - KSOUR,IIa,1,"3100000,0","0,3","930000,0","0,001"
13 - TLEMCEN,1514 - AIN YOUCEF,I,1,"3100000,0","0,2","620000,0","0,001"
38 - TISSEMSILT,1426 - LARDJEM,IIa,1,"3100000,0","0,3","930000,0","0,001"
26 - MEDEA,806 - AIN BOUCIF,IIb,1,"3100000,0","0,4","1240000,0","0,001"
18 - JIJEL,709 - SIDI MAAROUF,IIa,1,"3096280,0","0,3","928884,0","0,001"
5 - BATNA,248 - TAGHIT,IIa,1,"3080000,0","0,3","924000,0","0,001"
6 - BEJAIA,294 - TAMRIDJET,IIb,1,"3045000,0","0,4","1218000,0","0,001"
35 - BOUMERDES,113 - BORDJ EL BAHRI,I,1,"3040000,0","0,2","608000,0","0,001"
26 - MEDEA,850 - OULED MAAREF,IIb,2,"3003400,0","0,44","1281360,0","0,001"
31 - ORAN,999 - ARZEW ORAN,IIa,3,"3002000,0","0,32","960600,0","0,001"
17 - DJELFA,137 - LES EUCALYPTUS,IIb,1,"3000000,0","0,48","1440000,0","0,001"
26 - MEDEA,819 - BOUGHZOUL,IIb,1,"3000000,0","0,48","1440000,0","0,001"
43 - MILA,1068 - OULED HAMLA,IIa,1,"3000000,0","0,36","1080000,0","0,001"
23 - ANNABA,119 - DAR EL BEIDA,IIb,1,"3000000,0","0,48","1440000,0","0,001"
43 - MILA,878 - CHERAGA MILA,IIa,1,"3000000,0","0,36","1080000,0","0,001"
43 - MILA,879 - DERRADJI BOUSSELAH,IIa,1,"3000000,0","0,36","1080000,0","0,001"
43 - MILA,876 - BOUHATEM,IIa,1,"3000000,0","0,36","1080000,0","0,001"
23 - ANNABA,1158 - EL EULMA,IIb,1,"3000000,0","0,48","1440000,0","0,001"
28 - M SILA,946 - BOUTI SAYEH,0,3,"3000000,0","0,3","900000,0","0,001"
20 - SAIDA,1277 - SKIKDA,IIa,2,"3000000,0","0,36","1080000,0","0,001"
26 - MEDEA,861 - SIDI ZAHAR,IIb,1,"3000000,0","0,48","1440000,0","0,001"
36 - EL TAREF,2 - AKABILI,0,1,"3000000,0","0,3","900000,0","0,001"
19 - SETIF,1511 - AIN KEBIRA,IIb,2,"2994980,0","0,4","1197992,0","0,001"
12 - TEBESSA,216 - RAS EL AIOUN,III,1,"2976000,0","0,5","1488000,0","0,001"
19 - SETIF,1160 - EL OURICIA,IIb,2,"2975000,0","0,4","1190000,0","0,001"
28 - M SILA,965 - OULED ADDI GUEBALA,0,2,"2968000,0","0,25","742000,0","0,001"
13 - TLEMCEN,1546 - OULED MIMOUN,I,1,"2915860,0","0,2","583172,0","0,001"
2 - CHLEF,507 - TENES,IIb,1,"2884200,0","0,4","1153680,0","0,001"
4 - OUM EL BOUAGHI,1054 - BIR CHOUHADA,IIa,1,"2855100,0","0,3","856530,0","0,001"
9 - BLIDA,123 - DRARIA,III,1,"2850000,0","0,5","1425000,0","0,001"
28 - M SILA,939 - BELAIBA,0,2,"2800000,0","0,25","700000,0","0,001"
26 - MEDEA,109 - BIR KHADEM,IIb,1,"2774000,0","0,4","1109600,0","0,001"
9 - BLIDA,99 - ALGER,III,1,"2774000,0","0,5","1387000,0","0,001"
19 - SETIF,338 - AIN ROMANA,IIb,1,"2735850,0","0,4","1094340,0","0,001"
7 - BISKRA,337 - ZERIBET EL OUED,IIa,2,"2732000,0","0,3","819600,0","0,001"
15 - TIZI OUZOU,462 - NACIRIA,IIa,1,"2730000,0","0,3","819000,0","0,001"
45 - NAAMA,368 - BORDJ BOU ARRERIDJ,IIb,1,"2721950,0","0,4","1088780,0","0,001"
16 - ALGER,453 - CORSO,IIa,1,"2693440,0","0,3","808032,0","0,001"
28 - M SILA,953 - KHETTOUTI SED EL DJIR,0,2,"2688000,0","0,25","672000,0","0,001"
16 - ALGER,1395 - BOUHAROUN,IIa,1,"2680900,0","0,3","804270,0","0,001"
10 - BOUIRA,436 - SAHARIDJ,III,2,"2672820,0","0,5","1336410,0","0,001"
9 - BLIDA,122 - DOUERA,III,1,"2660000,0","0,5","1330000,0","0,001"
31 - ORAN,944 - BIR FODDA,IIa,1,"2646160,0","0,3","793848,0","0,001"
19 - SETIF,1151 - BOUANDAS,IIb,1,"2636900,0","0,4","1054760,0","0,001"
40 - KHENCHELA,734 - YABOUS,IIa,3,"2635000,0","0,3","790500,0","0,001"
27 - MOSTAGANEM,907 - AIN TEDLES,I,2,"2571490,0","0,2","514298,0","0,001"
38 - TISSEMSILT,1158 - EL EULMA,IIa,1,"2555000,0","0,3","766500,0","0,001"
16 - ALGER,272 - DARGUINA,IIa,1,"2534250,0","0,3","760275,0","0,001"
19 - SETIF,1138 - AMOUCHA,IIb,1,"2502500,0","0,4","1001000,0","0,001"
46 - AIN TIMOUCHENT,47 - EL ABBADIA,I,1,"2500000,0","0,24","600000,0","0,001"
2 - CHLEF,496 - OULED ABBES,IIb,1,"2500000,0","0,48","1200000,0","0,001"
28 - M SILA,967 - OULED MADHI,0,2,"2480000,0","0,25","620000,0","0,001"
3 - LAGHOUAT,740 - EL ASSAFIA,I,1,"2480000,0","0,2","496000,0","0,001"
29 - MASCARA,775 - EL MAMOUNIA,I,1,"2460500,0","0,2","492100,0","0,001"
41 - SOUK AHRAS,1292 - MERAHNA,IIb,1,"2439640,0","0,4","975856,0","0,001"
23 - ANNABA,620 - DREAN,IIb,1,"2419240,0","0,4","967696,0","0,001"
23 - ANNABA,616 - BOUTELDJA,IIb,1,"2310000,0","0,4","924000,0","0,001"
42 - TIPAZA,118 - CHERAGA ALGER,IIb,1,"2280000,0","0,4","912000,0","0,001"
2 - CHLEF,508 - ZEBOUDJA,IIb,1,"2209000,0","0,4","883600,0","0,001"
31 - ORAN,1560 - TLEMCEN,IIa,1,"2170000,0","0,3","651000,0","0,001"
36 - EL TAREF,1577 - BESBES,0,1,"2149280,0","0,25","537320,0","0,001"
