Wilaya,Commune,Zone_Sismique,Policy_Count,Total_Capital,Avg_Vulnerability,Risk_Weighted_Capital,Concentration_Pct
44 - AIN DEFLA,42 - BOUMEDFAA,IIa,1,"2145000,0","0,3","643500,0","0,001"
5 - BATNA,177 - BOULEHILET,IIa,1,"2104900,0","0,3","631470,0","0,001"
19 - SETIF,1161 - GUELLAL,IIb,1,"2100000,0","0,4","840000,0","0,001"
15 - TIZI OUZOU,442 - AFIR,IIa,1,"2100000,0","0,3","630000,0","0,001"
42 - TIPAZA,448 - BOUDOUAOU,IIb,1,"2100000,0","0,48","1008000,0","0,001"
34 - B.B ARRERIDJ,372 - DJAAFRA,IIa,1,"2100000,0","0,3","630000,0","0,001"
29 - MASCARA,774 - EL KEURT,I,2,"2100000,0","0,2","420000,0","0,001"
41 - SOUK AHRAS,1300 - SEDRATA,IIb,1,"2077880,0","0,4","831152,0","0,001"
23 - ANNABA,1124 - SIDI AMAR SAIDA,IIb,1,"2072000,0","0,4","828800,0","0,001"
19 - SETIF,1217 - RAS EL MA,IIb,1,"2028950,0","0,4","811580,0","0,001"
9 - BLIDA,1417 - TIPAZA,III,1,"2000000,0","0,6","1200000,0","0,001"
6 - BEJAIA,288 - SIDI AYAD,IIb,2,"2000000,0","0,48","960000,0","0,001"
34 - B.B ARRERIDJ,1407 - KOLEA,IIa,1,"2000000,0","0,36","720000,0","0,001"
16 - ALGER,513 - CONSTANTINE,IIa,1,"2000000,0","0,36","720000,0","0,001"
35 - BOUMERDES,1608 - DJANET,I,1,"2000000,0","0,24","480000,0","0,001"
35 - BOUMERDES,301 - TIMZRIT,I,1,"2000000,0","0,24","480000,0","0,001"
35 - BOUMERDES,1571 - OULED AISSA,I,2,"2000000,0","0,28","560000,0","0,001"
34 - B.B ARRERIDJ,366 - BENDAOUD,IIa,1,"2000000,0","0,36","720000,0","0,001"
19 - SETIF,1153 - BOUSSELAM,IIb,1,"2000000,0","0,48","960000,0","0,001"
27 - MOSTAGANEM,909 - EL HESSIANE,I,1,"2000000,0","0,24","480000,0","0,001"
36 - EL TAREF,610 - AIN KERMA EL TARF,0,2,"2000000,0","0,3","600000,0","0,001"
12 - TEBESSA,1325 - BOULHAF DYR,III,2,"2000000,0","0,6","1200000,0","0,001"
14 - TIARET,1366 - MEGHILA,IIb,1,"2000000,0","0,48","960000,0","0,001"
19 - SETIF,1157 - DRAA KEBILA,IIb,1,"2000000,0","0,48","960000,0","0,001"
16 - ALGER,1277 - SKIKDA,IIa,1,"2000000,0","0,36","720000,0","0,001"
14 - TIARET,1373 - SEBAINE,IIb,1,"2000000,0","0,48","960000,0","0,001"
12 - TEBESSA,1329 - EL KOUIF,III,2,"2000000,0","0,6","1200000,0","0,001"
16 - ALGER,1132 - AIN LAGRADJ,IIa,1,"2000000,0","0,36","720000,0","0,001"
23 - ANNABA,1 - ADRAR,IIb,1,"2000000,0","0,48","960000,0","0,001"
28 - M SILA,20 - TAMENTIT,0,1,"2000000,0","0,3","600000,0","0,001"
6 - BEJAIA,252 - AIT R_ZINE,IIb,1,"2000000,0","0,48","960000,0","0,001"
43 - MILA,875 - BENYAHIA ABDERRAHMANE,IIa,1,"2000000,0","0,36","720000,0","0,001"
28 - M SILA,948 - DEHAHNA,0,1,"2000000,0","0,3","600000,0","0,001"
9 - BLIDA,457 - HAMMEDI,III,2,"2000000,0","0,6","1200000,0","0,001"
41 - SOUK AHRAS,1293 - OUED KEBERIT,IIb,1,"1989680,0","0,4","795872,0","0,001"
28 - M SILA,940 - BEN SROUR,0,1,"1960000,0","0,25","490000,0","0,001"
19 - SETIF,882 - FERDJIOUA,IIb,1,"1960000,0","0,4","784000,0","0,001"
6 - BEJAIA,174 - BATNA,IIb,1,"1959440,0","0,4","783776,0","0,001"
22 - SIDI BEL ABBES,1224 - SIDI BRAHIM,IIa,1,"1943080,0","0,3","582924,0","0,001"
34 - B.B ARRERIDJ,464 - OULED HADJADJ,IIa,1,"1900000,0","0,3","570000,0","0,001"
34 - B.B ARRERIDJ,470 - THENIA,IIa,1,"1900000,0","0,3","570000,0","0,001"
34 - B.B ARRERIDJ,377 - EL MAIN,IIa,1,"1860000,0","0,3","558000,0","0,001"
15 - TIZI OUZOU,1482 - IMSOUHAL,IIa,2,"1820000,0","0,3","546000,0","0,001"
43 - MILA,899 - TIBERGUENT,IIa,1,"1790250,0","0,3","537075,0","0,001"
15 - TIZI OUZOU,269 - BOUKHELIFA,IIa,1,"1750000,0","0,3","525000,0","0,001"
19 - SETIF,66 - AIN EL ARBAA,IIb,1,"1750000,0","0,4","700000,0","0,001"
27 - MOSTAGANEM,904 - AIN BOUDINAR,I,1,"1750000,0","0,2","350000,0","0,001"
43 - MILA,1247 - AZZABA,IIa,1,"1750000,0","0,3","525000,0","0,001"
19 - SETIF,1152 - BOUGAA,IIb,1,"1750000,0","0,4","700000,0","0,001"
42 - TIPAZA,344 - BOUFARIK,IIb,1,"1748000,0","0,4","699200,0","0,001"
31 - ORAN,709 - SIDI MAAROUF,IIa,1,"1705000,0","0,3","511500,0","0,001"
9 - BLIDA,461 - LARBATACHE,III,1,"1700000,0","0,6","1020000,0","0,001"
28 - M SILA,115 - BOUROUBA,0,1,"1692000,0","0,25","423000,0","0,001"
3 - LAGHOUAT,537 - EL IDRISSIA,I,1,"1687950,0","0,2","337590,0","0,001"
43 - MILA,886 - MINAR ZARZA,IIa,1,"1680000,0","0,3","504000,0","0,001"
15 - TIZI OUZOU,452 - CHABET EL AMEUR,IIa,1,"1680000,0","0,3","504000,0","0,001"
28 - M SILA,955 - MAADID,0,2,"1670000,0","0,25","417500,0","0,001"
40 - KHENCHELA,714 - AIN TOUILA,IIa,1,"1636880,0","0,3","491064,0","0,001"
26 - MEDEA,1346 - AIN BOUCHEKIF,IIb,1,"1596000,0","0,4","638400,0","0,001"
13 - TLEMCEN,1548 - REMCHI,I,1,"1586270,0","0,2","317254,0","0,001"
9 - BLIDA,111 - BIRTOUTA,III,2,"1564000,0","0,65","1082000,0","0,001"
44 - AIN DEFLA,53 - HAMMAM RIGHA,IIa,1,"1560000,0","0,3","468000,0","0,001"
29 - MASCARA,793 - OUED TAGHIA,I,1,"1550000,0","0,2","310000,0","0,001"
5 - BATNA,229 - ZANA EL BEIDA,IIa,1,"1550000,0","0,3","465000,0","0,001"
39 - El Oued,600 - ROBBAH,I,1,"1500000,0","0,24","360000,0","0,001"
14 - TIARET,1359 - HAMADIA,IIb,1,"1500000,0","0,48","720000,0","0,001"
2 - CHLEF,485 - DAHRA,IIb,1,"1499100,0","0,4","599640,0","0,001"
16 - ALGER,1503 - TIZI OUZOU,IIa,1,"1488000,0","0,3","446400,0","0,0"
34 - B.B ARRERIDJ,370 - BORDJ ZEMOURA,IIa,1,"1457000,0","0,3","437100,0","0,0"
13 - TLEMCEN,1542 - MERSA BEN MHIDI,I,1,"1452660,0","0,2","290532,0","0,0"
16 - ALGER,898 - TERRAI BAINEM,IIa,1,"1400000,0","0,3","420000,0","0,0"
4 - OUM EL BOUAGHI,957 - MAGRA,IIa,2,"1400000,0","0,3","420000,0","0,0"
6 - BEJAIA,268 - BOUHAMZA,IIb,1,"1400000,0","0,4","560000,0","0,0"
14 - TIARET,1466 - BOGHNI,IIb,1,"1400000,0","0,4","560000,0","0,0"
15 - TIZI OUZOU,473 - ZEMMOURI,IIa,1,"1387000,0","0,3","416100,0","0,0"
18 - JIJEL,711 - TEXENNA,IIa,1,"1369270,0","0,3","410781,0","0,0"
40 - KHENCHELA,718 - CHELIA,IIa,1,"1240000,0","0,3","372000,0","0,0"
21 - SKIKDA,1256 - COLLO,IIa,1,"1225000,0","0,3","367500,0","0,0"
5 - BATNA,1412 - NADOR,IIa,1,"1222000,0","0,3","366600,0","0,0"
27 - MOSTAGANEM,903 - ACHAACHA,I,1,"1216000,0","0,2","243200,0","0,0"
15 - TIZI OUZOU,410 - BOUIRA,IIa,1,"1175520,0","0,3","352656,0","0,0"
34 - B.B ARRERIDJ,769 - EL BORDJ,IIa,1,"1167600,0","0,3","350280,0","0,0"
15 - TIZI OUZOU,1457 - AKERROU,IIa,2,"1155000,0","0,3","346500,0","0,0"
42 - TIPAZA,152 - STAOUELI,IIb,1,"1128000,0","0,4","451200,0","0,0"
2 - CHLEF,479 - BENI RACHED,IIb,1,"1128000,0","0,4","451200,0","0,0"
27 - MOSTAGANEM,933 - TOUAHRIA,I,1,"1120000,0","0,2","224000,0","0,0"
16 - ALGER,1123 - SIDI AHMED,IIa,1,"1117200,0","0,3","335160,0","0,0"
5 - BATNA,183 - DJERMA,IIa,1,"1116000,0","0,3","334800,0","0,0"
42 - TIPAZA,5 - BORDJ BADJI MOKHTAR,IIb,1,"1100000,0","0,48","528000,0","0,0"
50 - BORDJ BADJI MOKHTAR,373 - EL ACHIR,0,1,"1023000,0","0,25","255750,0","0,0"
31 - ORAN,1009 - EL BRAYA,IIa,1,"1000000,0","0,36","360000,0","0,0"
15 - TIZI OUZOU,1506 - YATAFEN,IIa,1,"1000000,0","0,36","360000,0","0,0"
39 - El Oued,608 - TRIFAOU,I,1,"1000000,0","0,24","240000,0","0,0"
44 - AIN DEFLA,45 - DJEMAA OULED CHEIKH,IIa,1,"1000000,0","0,36","360000,0","0,0"
34 - B.B ARRERIDJ,1359 - HAMADIA,IIa,1,"1000000,0","0,48","480000,0","0,0"
32 - EL BAYADH,565 - EL BAYADH,IIa,1,"1000000,0","0,36","360000,0","0,0"
10 - BOUIRA,136 - KOUBA,III,1,"1000000,0","0,6","600000,0","0,0"
21 - SKIKDA,1278 - TAMALOUS SKIKDA,IIa,1,"1000000,0","0,36","360000,0","0,0"
23 - ANNABA,1189 - AIN EL BERD,IIb,1,"1000000,0","0,48","480000,0","0,0"
4 - OUM EL BOUAGHI,1067 - OULED GACEM,IIa,1,"1000000,0","0,36","360000,0","0,0"
11 - TAMENRASSET,857 - SI MAHDJOUB,III,1,"1000000,0","0,6","600000,0","0,0"
12 - TEBESSA,1328 - EL HOUIDJBET,III,1,"1000000,0","0,6","600000,0","0,0"
15 - TIZI OUZOU,1479 - IFLISSEN TIZI OUZOU,IIa,1,"1000000,0","0,36","360000,0","0,0"
15 - TIZI OUZOU,108 - BENI MESSOUS,IIa,1,"1000000,0","0,36","360000,0","0,0"
28 - M SILA,1537 - HAMMAM BOUGHRARA,0,1,"1000000,0","0,3","300000,0","0,0"
28 - M SILA,12 - METARFA,0,1,"1000000,0","0,25","250000,0","0,0"
2 - CHLEF,506 - TAOUGRITE,IIb,1,"1000000,0","0,48","480000,0","0,0"
2 - CHLEF,483 - CHETTIA,IIb,1,"1000000,0","0,48","480000,0","0,0"
26 - MEDEA,828 - EL AOUINET MEDEA,IIb,1,"1000000,0","0,48","480000,0","0,0"
26 - MEDEA,857 - SI MAHDJOUB,IIb,1,"1000000,0","0,48","480000,0","0,0"
30 - OURGLA,1028 - EL BORMA,IIa,1,"1000000,0","0,36","360000,0","0,0"
29 - MASCARA,763 - ALAIMIA,I,1,"1000000,0","0,24","240000,0","0,0"
2 - CHLEF,24 - TIMOKTEN,IIb,1,"1000000,0","0,48","480000,0","0,0"
41 - SOUK AHRAS,1290 - MDAOUROUCHE,IIb,2,"992000,0","0,4","396800,0","0,0"
4 - OUM EL BOUAGHI,1063 - HANCHIR TOUMGHANI,IIa,1,"992000,0","0,3","297600,0","0,0"
21 - SKIKDA,1258 - EL GHEDIR,IIa,1,"980000,0","0,3","294000,0","0,0"
12 - TEBESSA,1324 - BOUKHADRA,III,1,"930000,0","0,5","465000,0","0,0"
41 - SOUK AHRAS,167 - SIDI AMER,IIb,1,"918750,0","0,4","367500,0","0,0"
10 - BOUIRA,1315 - TAMANRASSET,III,1,"896000,0","0,5","448000,0","0,0"
10 - BOUIRA,411 - BOUKRAM,III,1,"840000,0","0,5","420000,0","0,0"
15 - TIZI OUZOU,1476 - IFERHOUNENE,IIa,1,"770000,0","0,3","231000,0","0,0"
15 - TIZI OUZOU,1315 - TAMANRASSET,IIa,1,"756000,0","0,3","226800,0","0,0"
13 - TLEMCEN,1522 - BENI MESTER,I,1,"713000,0","0,2","142600,0","0,0"
6 - BEJAIA,303 - TIZI NBERBER,IIb,1,"682000,0","0,4","272800,0","0,0"
47 - GHARDAIA,635 - EL ATTEUF,IIb,1,"672000,0","0,4","268800,0","0,0"
2 - CHLEF,500 - SENDJAS,IIb,1,"624000,0","0,4","249600,0","0,0"
29 - MASCARA,792 - OUED EL ABTAL,I,1,"620000,0","0,2","124000,0","0,0"
31 - ORAN,1529 - DAR YAGHMOURASSENE,IIa,1,"608220,0","0,3","182466,0","0,0"
19 - SETIF,698 - EMIR ABDELKADER,IIb,1,"560000,0","0,4","224000,0","0,0"
31 - ORAN,1078 - BEN DAOUD,IIa,1,"560000,0","0,3","168000,0","0,0"
47 - GHARDAIA,632 - BERRIANE,IIb,1,"532280,0","0,4","212912,0","0,0"
20 - SAIDA,1122 - SAIDA,IIa,1,"403000,0","0,3","120900,0","0,0"
